f, RPR, RBV, F_last, Recl_last
408.636,0.699564,1.05231,0.182533,263314
408.636,0.699549,1.05215,0.182538,263419
408.636,0.699549,1.05208,0.182566,263475
408.636,0.699558,1.0521,0.182593,263477
408.636,0.699568,1.05215,0.182622,263461
408.636,0.699571,1.05218,0.182643,263450
408.636,0.699567,1.0522,0.182664,263461
408.636,0.69955,1.05216,0.18267,263495
408.636,0.699527,1.05208,0.182672,263562
408.636,0.6995,1.05198,0.182639,263627
408.636,0.699497,1.05196,0.182623,263642
408.636,0.699502,1.05198,0.182615,263635
408.636,0.699509,1.05202,0.182614,263618
408.636,0.699519,1.05207,0.182616,263598
408.636,0.699531,1.05215,0.182622,263571
408.636,0.699546,1.05226,0.182636,263535
408.636,0.699559,1.05239,0.182661,263499
408.636,0.699554,1.05239,0.18267,263504
408.636,0.699542,1.05234,0.182675,263524
408.636,0.699536,1.0523,0.182674,263535
408.636,0.699529,1.05226,0.182674,263546
408.636,0.699524,1.05222,0.182674,263553
408.636,0.69952,1.05219,0.182677,263554
408.636,0.699522,1.05219,0.182683,263538
408.636,0.699537,1.05226,0.182694,263498
408.636,0.699554,1.05235,0.182702,263463
408.636,0.699569,1.05244,0.182706,263434
408.636,0.699576,1.05249,0.182708,263424
408.636,0.699581,1.05253,0.182708,263420
408.636,0.699584,1.05255,0.182706,263425
408.636,0.699581,1.05254,0.182702,263443
408.636,0.699568,1.05247,0.182692,263489
408.636,0.699541,1.05232,0.18268,263558
408.636,0.699522,1.05219,0.182674,263596
408.636,0.699509,1.05211,0.182674,263615
408.636,0.699504,1.05207,0.182675,263618
408.636,0.699501,1.05205,0.182679,263616
408.636,0.6995,1.05203,0.182684,263611
408.636,0.6995,1.05203,0.182693,263600
408.636,0.699505,1.05206,0.182709,263578
408.636,0.69952,1.05216,0.182736,263534
408.636,0.699538,1.05228,0.182754,263504
408.636,0.699554,1.0524,0.182761,263487
408.636,0.699559,1.05245,0.182757,263489
408.636,0.69956,1.05247,0.182752,263495
408.636,0.69956,1.05248,0.182747,263503
408.636,0.699559,1.05248,0.182741,263513
408.636,0.699558,1.05248,0.182737,263527
408.635,0.699556,1.05246,0.182734,263547
408.635,0.699553,1.05242,0.182743,263576
408.635,0.69955,1.05238,0.182763,263588
408.635,0.699551,1.05236,0.182778,263584
408.635,0.69955,1.05234,0.182792,263573
408.635,0.69955,1.05233,0.182803,263561
408.635,0.69955,1.05232,0.182806,263556
408.635,0.699549,1.05232,0.18281,263552
408.635,0.699549,1.05231,0.182813,263545
408.635,0.69955,1.05229,0.182818,263537
408.635,0.699551,1.05228,0.182825,263524
